prior,prob	0.560000	0.440000
yellow	0.000070	0.000109
barraged	0.000070	0.000109
prefix	0.000070	0.000109
railing	0.000070	0.000109
increase	0.000492	0.000381
granting	0.000070	0.000109
electricity	0.000141	0.000054
originality	0.000070	0.000109
homemakers	0.000070	0.000109
hormone	0.000070	0.000163
regional	0.000844	0.000054
screaming	0.000070	0.000109
four	0.000281	0.000326
internally	0.000211	0.000054
prize	0.000070	0.000109
customizable	0.000070	0.000109
wednesday	0.000492	0.000054
cyberopps	0.000070	0.000163
charter	0.000211	0.000054
tired	0.000070	0.000163
miller	0.000141	0.000054
bacon	0.000070	0.000109
tires	0.000070	0.000217
second	0.000141	0.000217
errors	0.000141	0.000326
thunder	0.000070	0.000109
daysor	0.000070	0.000109
bonuses	0.000070	0.000272
increasing	0.000352	0.000054
mailings	0.000070	0.000163
affiliates	0.000070	0.000381
47	0.000141	0.000109
china	0.000070	0.000163
borrowers	0.000070	0.000109
k	0.000141	0.000217
reports	0.000141	0.000054
oxymoron	0.000141	0.000054
i'd	0.000211	0.000054
i'm	0.000281	0.000272
explained	0.000070	0.000109
lengthen	0.000070	0.000109
replace	0.000141	0.000109
brought	0.000070	0.000109
stern	0.000070	0.000109
055	0.000211	0.000054
txu	0.000211	0.000054
classifieds	0.000070	0.000109
unit	0.000563	0.000054
derivatives	0.000281	0.000054
spoke	0.000211	0.000054
'underga	0.000141	0.000054
catchy	0.000070	0.000109
music	0.000141	0.000054
therefore	0.000281	0.000272
passport	0.000070	0.000109
until	0.000914	0.000326
'swbe	0.000141	0.000054
successful	0.000070	0.000979
brings	0.000211	0.000217
yahoo	0.000070	0.000435
99	0.003938	0.000544
98	0.000070	0.000109
90	0.000211	0.000109
92	0.000070	0.000109
95	0.000070	0.000870
97	0.000070	0.000109
circumstances	0.000141	0.000054
espcially	0.000070	0.000109
example	0.000281	0.000272
currency	0.000070	0.000109
reviewing	0.000070	0.000109
want	0.000281	0.001740
absolute	0.000070	0.000163
travel	0.000141	0.000109
damage	0.000070	0.000109
machine	0.000070	0.000109
how	0.000563	0.001631
hot	0.000070	0.000163
hou	0.014555	0.000054
significance	0.000141	0.000054
place	0.000492	0.000816
wrong	0.000070	0.000217
chums	0.000070	0.000109
siberia	0.000070	0.000109
vance	0.000211	0.000054
hzriubp	0.000070	0.000109
effective	0.000633	0.000217
baggage	0.000070	0.000109
democratic	0.000211	0.000054
wing	0.000141	0.000054
wind	0.000141	0.000054
kvie	0.000070	0.000109
vary	0.000070	0.000109
kickoff	0.000211	0.000054
classrom	0.000141	0.000054
rankings	0.000141	0.000054
striking	0.000141	0.000054
pilkington	0.000070	0.000109
davis's	0.000141	0.000054
shenkman	0.000141	0.000054
accrual	0.000211	0.000054
effects	0.000070	0.000109
ezine______________________________________________________	0.000070	0.000109
undeveloped	0.000070	0.000109
silver	0.000070	0.000109
interfering	0.000070	0.000109
anonymise	0.000070	0.000109
financial	0.000773	0.000163
secret's	0.000070	0.000163
liquids	0.000141	0.000054
392	0.000211	0.000054
we'd	0.000141	0.000054
399	0.000070	0.000109
message	0.000211	0.000979
uncollected	0.000141	0.000054
rw	0.000070	0.000109
rx	0.000070	0.000109
0281	0.000141	0.000054
rd	0.000141	0.000054
re	0.001688	0.000435
encourage	0.000352	0.000054
rm	0.000070	0.000109
strategist	0.000070	0.000163
managerial	0.000211	0.000054
estimate	0.000141	0.000109
enormous	0.000141	0.000054
ate	0.000141	0.000163
litteneker	0.000141	0.000054
shipped	0.000070	0.000109
today's	0.000070	0.000381
speeds	0.000070	0.000109
nigel	0.000141	0.000054
52109	0.000141	0.000054
wash	0.000070	0.000109
instruct	0.000070	0.000109
clarity	0.000141	0.000054
cheaep	0.000070	0.000109
service	0.000211	0.002556
needed	0.000563	0.000163
master	0.000070	0.000217
listed	0.000352	0.000217
gilbert	0.000141	0.000054
legs	0.000070	0.000217
profitbanners	0.000070	0.000272
listen	0.000141	0.000109
intelt	0.000070	0.000109
willbe	0.000070	0.000109
expanding	0.000070	0.000109
tree	0.000141	0.000109
project	0.000563	0.000652
feeling	0.000211	0.000109
acquisition	0.000070	0.000109
affairs	0.000141	0.000054
responsible	0.000352	0.000054
eiben	0.000141	0.000054
taxation	0.000070	0.000109
uafn	0.000070	0.000109
shall	0.000141	0.000489
limitless	0.000070	0.000163
enron's	0.000211	0.000054
microsale	0.000070	0.000489
