prior,prob	0.560000	0.440000
yellow	0.000000	0.000054
barraged	0.000000	0.000054
prefix	0.000000	0.000054
railing	0.000000	0.000054
increase	0.000422	0.000326
granting	0.000000	0.000054
electricity	0.000070	0.000000
originality	0.000000	0.000054
homemakers	0.000000	0.000054
hormone	0.000000	0.000109
regional	0.000774	0.000000
screaming	0.000000	0.000054
four	0.000211	0.000272
internally	0.000141	0.000000
prize	0.000000	0.000054
customizable	0.000000	0.000054
wednesday	0.000422	0.000000
cyberopps	0.000000	0.000109
charter	0.000141	0.000000
tired	0.000000	0.000109
miller	0.000070	0.000000
bacon	0.000000	0.000054
tires	0.000000	0.000163
second	0.000070	0.000163
errors	0.000070	0.000272
thunder	0.000000	0.000054
daysor	0.000000	0.000054
bonuses	0.000000	0.000218
increasing	0.000281	0.000000
mailings	0.000000	0.000109
affiliates	0.000000	0.000326
47	0.000070	0.000054
china	0.000000	0.000109
borrowers	0.000000	0.000054
k	0.000070	0.000163
reports	0.000070	0.000000
oxymoron	0.000070	0.000000
i'd	0.000141	0.000000
i'm	0.000211	0.000218
explained	0.000000	0.000054
lengthen	0.000000	0.000054
replace	0.000070	0.000054
brought	0.000000	0.000054
stern	0.000000	0.000054
055	0.000141	0.000000
txu	0.000141	0.000000
classifieds	0.000000	0.000054
unit	0.000492	0.000000
derivatives	0.000211	0.000000
spoke	0.000141	0.000000
'underga	0.000070	0.000000
catchy	0.000000	0.000054
music	0.000070	0.000000
therefore	0.000211	0.000218
passport	0.000000	0.000054
until	0.000844	0.000272
'swbe	0.000070	0.000000
successful	0.000000	0.000924
brings	0.000141	0.000163
yahoo	0.000000	0.000381
99	0.003868	0.000489
98	0.000000	0.000054
90	0.000141	0.000054
92	0.000000	0.000054
95	0.000000	0.000816
97	0.000000	0.000054
circumstances	0.000070	0.000000
espcially	0.000000	0.000054
example	0.000211	0.000218
currency	0.000000	0.000054
reviewing	0.000000	0.000054
want	0.000211	0.001686
absolute	0.000000	0.000109
travel	0.000070	0.000054
damage	0.000000	0.000054
machine	0.000000	0.000054
how	0.000492	0.001577
hot	0.000000	0.000109
hou	0.014486	0.000000
significance	0.000070	0.000000
place	0.000422	0.000761
wrong	0.000000	0.000163
chums	0.000000	0.000054
siberia	0.000000	0.000054
vance	0.000141	0.000000
hzriubp	0.000000	0.000054
effective	0.000563	0.000163
baggage	0.000000	0.000054
democratic	0.000141	0.000000
wing	0.000070	0.000000
wind	0.000070	0.000000
kvie	0.000000	0.000054
vary	0.000000	0.000054
kickoff	0.000141	0.000000
classrom	0.000070	0.000000
rankings	0.000070	0.000000
striking	0.000070	0.000000
pilkington	0.000000	0.000054
davis's	0.000070	0.000000
shenkman	0.000070	0.000000
accrual	0.000141	0.000000
effects	0.000000	0.000054
ezine______________________________________________________	0.000000	0.000054
undeveloped	0.000000	0.000054
silver	0.000000	0.000054
interfering	0.000000	0.000054
anonymise	0.000000	0.000054
financial	0.000703	0.000109
secret's	0.000000	0.000109
liquids	0.000070	0.000000
392	0.000141	0.000000
we'd	0.000070	0.000000
399	0.000000	0.000054
message	0.000141	0.000924
uncollected	0.000070	0.000000
rw	0.000000	0.000054
rx	0.000000	0.000054
0281	0.000070	0.000000
rd	0.000070	0.000000
re	0.001617	0.000381
encourage	0.000281	0.000000
rm	0.000000	0.000054
strategist	0.000000	0.000109
managerial	0.000141	0.000000
estimate	0.000070	0.000054
enormous	0.000070	0.000000
ate	0.000070	0.000109
litteneker	0.000070	0.000000
shipped	0.000000	0.000054
today's	0.000000	0.000326
speeds	0.000000	0.000054
nigel	0.000070	0.000000
52109	0.000070	0.000000
wash	0.000000	0.000054
instruct	0.000000	0.000054
clarity	0.000070	0.000000
cheaep	0.000000	0.000054
service	0.000141	0.002501
needed	0.000492	0.000109
master	0.000000	0.000163
listed	0.000281	0.000163
gilbert	0.000070	0.000000
legs	0.000000	0.000163
profitbanners	0.000000	0.000218
listen	0.000070	0.000054
intelt	0.000000	0.000054
willbe	0.000000	0.000054
expanding	0.000000	0.000054
tree	0.000070	0.000054
project	0.000492	0.000598
feeling	0.000141	0.000054
acquisition	0.000000	0.000054
affairs	0.000070	0.000000
responsible	0.000281	0.000000
eiben	0.000070	0.000000
taxation	0.000000	0.000054
uafn	0.000000	0.000054
shall	0.000070	0.000435
limitless	0.000000	0.000109
enron's	0.000141	0.000000
microsale	0.000000	0.000435
letter	0.000000	0.001468
organization	0.000422	0.000000
morality	0.000000	0.000054
bradford	0.000070	0.000000
snooping	0.000000	0.000054
emailing	0.000000	0.000109
professor	0.000000	0.000054
camp	0.000492	0.000000
teco	0.000141	0.000000
came	0.000000	0.000109
saying	0.000000	0.000218
meetings	0.000422	0.000054
nominated	0.000281	0.000000
'cenochs	0.000070	0.000000
participate	0.000211	0.000054
tempted	0.000000	0.000054
busy	0.000000	0.000054
layout	0.000000	0.000163
louise	0.000563	0.000000
headline	0.000000	0.000109
discoouunt	0.000000	0.000054
accelerate	0.000000	0.000054
touched	0.000000	0.000054
rich	0.000000	0.000054
emphatically	0.000000	0.000054
alhaji	0.000000	0.000109
cushion	0.000000	0.000054
advertisments	0.000000	0.000054
net	0.000211	0.001740
volatility	0.000281	0.000000
'celias	0.000070	0.000000
release	0.000070	0.000000
respond	0.000070	0.000381
kfbtyra	0.000000	0.000054
fair	0.000070	0.000054
branding	0.000000	0.000435
'singleton	0.000070	0.000000
result	0.000070	0.000054
clem	0.000070	0.000000
best	0.000563	0.000979
oceania	0.000000	0.000054
pressured	0.000141	0.000000
lots	0.000070	0.000054
delphi	0.000000	0.000054
score	0.000000	0.000054
timesheets	0.000070	0.000000
screwball	0.000000	0.000054
never	0.000070	0.000326
extend	0.000000	0.000054
nature	0.000070	0.000054
783019	0.000000	0.000054
here	0.000633	0.002447
extent	0.000070	0.000000
debt	0.000352	0.000381
country	0.000281	0.000924
heating	0.000141	0.000000
argue	0.000070	0.000000
adapted	0.000000	0.000054
asked	0.000141	0.000054
and	0.019549	0.020609
259	0.000000	0.000054
250	0.000000	0.000054
256	0.000000	0.000054
dhar	0.000281	0.000000
union	0.000070	0.000054
twain	0.000070	0.000000
64610	0.000141	0.000000
much	0.000633	0.000870
100038	0.000070	0.000000
correction	0.000070	0.000054
location	0.000774	0.000000
life	0.000070	0.000598
eastern	0.000070	0.000000
dave	0.000633	0.000000
lift	0.000070	0.000000
chile	0.000000	0.000054
doubts	0.000000	0.000054
worked	0.000070	0.000109
diverted	0.000070	0.000000
strangas	0.000070	0.000000
brainstorm	0.000070	0.000000
played	0.000000	0.000054
ycon	0.000000	0.000109
elmira	0.000000	0.000054
player	0.000000	0.000109
trusted	0.000000	0.000109
hone	0.000000	0.000054
things	0.000211	0.000272
damages	0.000000	0.000054
european	0.000000	0.000109
cindy	0.000352	0.000000
workforce	0.000070	0.000000
josey	0.000492	0.000000
ownership	0.000141	0.000000
hrice	0.000141	0.000000
melodick	0.000070	0.000000
corporate	0.000492	0.000054
capitol	0.000000	0.000054
succeeding	0.000000	0.000054
previous	0.000633	0.000000
shiip	0.000000	0.000109
alum	0.000000	0.000054
enters	0.000000	0.000054
had	0.000774	0.000489
easy	0.000000	0.000870
ramupgradeable	0.000000	0.000054
east	0.000000	0.000054
keeley	0.000141	0.000000
osman	0.000281	0.000000
disagreement	0.000070	0.000000
possible	0.000633	0.000435
possibly	0.000070	0.000054
unique	0.000070	0.000054
desire	0.000000	0.000163
remind	0.000000	0.000109
steps	0.000000	0.000054
squill	0.000000	0.000054
right	0.000141	0.000816
old	0.000070	0.000326
crowd	0.000000	0.000109
people	0.000492	0.001686
8038	0.000070	0.000000
attendees	0.000141	0.000000
for	0.011954	0.010604
bottom	0.000000	0.000109
individuals	0.000281	0.000000
foo	0.000070	0.000000
zaako	0.000000	0.000054
cochilco	0.000000	0.000054
losing	0.000000	0.000109
valium	0.000000	0.000163
marketers	0.000000	0.000054
dollars	0.000070	0.000272
dnb	0.000070	0.000000
o	0.000000	0.000272
disqualified	0.000000	0.000054
slightly	0.000070	0.000000
raised	0.000000	0.000109
statements	0.000070	0.000000
martensite	0.000000	0.000054
facility	0.000070	0.000000
son	0.000000	0.000326
respectable	0.000000	0.000054
sos	0.000070	0.000000
raises	0.000000	0.000109
4748	0.000070	0.000000
support	0.000984	0.000109
constantly	0.000000	0.000054
114427	0.000070	0.000000
joseph	0.000352	0.000109
authorized	0.000000	0.000054
jane	0.000070	0.000000
tele	0.000000	0.000054
jana	0.000000	0.000163
happy	0.000281	0.000000
offer	0.000141	0.001305
'ryanmcgeachie	0.000070	0.000000
hemisphere	0.000141	0.000000
encarta	0.000000	0.000054
for'sponsoring	0.000000	0.000054
congratulations	0.000281	0.000109
inside	0.000000	0.000054
complications	0.000000	0.000054
6902	0.000000	0.000054
151	0.000070	0.000000
150	0.000000	0.000054
proven	0.000000	0.000054
exist	0.000000	0.000109
accounting	0.000352	0.000000
solicitation	0.000000	0.000109
floor	0.000281	0.000000
actor	0.000000	0.000054
flood	0.000000	0.000109
quickens	0.000000	0.000054
role	0.001266	0.000000
roll	0.000000	0.000054
intend	0.000141	0.000054
lollipops	0.000000	0.000054
invested	0.000000	0.000054
time	0.001195	0.001468
banners	0.000000	0.000054
dextails	0.000000	0.000054
hold	0.000000	0.000163
dahlienweg	0.000000	0.000054
notis	0.000141	0.000000
platitudes	0.000000	0.000054
poors	0.000070	0.000000
96	0.000000	0.000054
816	0.000141	0.000000
jauregui	0.000070	0.000000
consolidation	0.000211	0.000163
choice	0.000070	0.000054
exact	0.000070	0.000054
minute	0.000141	0.000109
tear	0.000000	0.000054
leave	0.000211	0.000054
solved	0.000000	0.000054
team	0.001266	0.000054
loads	0.000000	0.000054
prevent	0.000000	0.000054
sign	0.000070	0.000163
designs	0.000000	0.000218
trisha	0.000070	0.000000
jturco	0.000000	0.000109
current	0.000352	0.000218
axel	0.000141	0.000000
dxqrgu	0.000000	0.000054
boost	0.000000	0.000054
alsdorf	0.000000	0.000054
understanding	0.000352	0.000218
306	0.000070	0.000054
